filename,material_id,formula,is_ordered,conventional_num_sites,conventional_effective_atoms,primitive_num_sites,primitive_effective_atoms,parse_status,error,Ionic conductivity (S cm-1),has_fractional_occupancy,fractional_occupancy_row_count,disordered_asymmetric_site_count,disordered_position_multiplicity_sum,disordered_element_count,disordered_elements,mixed_site_count_sum_1,vacancy_site_count,overoccupied_site_count,disordered_site_details,ordering_batch_status,ordered_candidate_count,geometry_valid_candidate_count,selected_ordered_file,selected_ordered_formula,selected_ordered_num_atoms,ordering_supercell_multiplier,ordering_composition_max_drift,ordering_split_pair_count,ordering_split_cluster_count,geometry_min_distance_angstrom,geometry_min_distance_pair,geometry_min_radius_ratio,geometry_min_radius_pair,geometry_min_li_li_distance_angstrom,geometry_issues,geometry_error_candidate_count,best_error_file,ordering_result_summary
uwh.cif,uwh,Li40.656 La24 Zr3.152 Ta12.064 O96,False,256,175.872,128,87.936,ok,,0.000103,True,4,3,136,3,Li;Ta;Zr,0,3,0,Li@0.262[m=96];Li@0.646[m=24];Ta@0.754+Zr@0.197[m=16],manual_review,5,0,,Li41 La24 Zr3 Ta12 O96,176,2,0.001786423183802871,0,0,0.50703039,Li-Li,0.19805875,Li-Li,0.50703039,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/uwh_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
ux3.cif,ux3,Li0.568 Sm9.024 Si6 O25.82,False,42,41.412,42,41.412,ok,,<1E-10,True,3,2,6,3,Li;O;Sm,0,2,0,Li@0.142+Sm@0.756[m=4];O@0.91[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/ux3_ordered.cif,Li2 Sm36 Si24 O103,165,4,0.0015946190388381049,0,0,1.44301141,O-Si,0.81526068,O-Si,10.03237340,,0,,成功有序化（5/5 个候选通过几何检查）
uxi.cif,uxi,Li13.2 Mn5.2 In2.8 Cl32,False,56,53.2,14,13.3,ok,,9.9e-08,True,4,2,24,3,In;Li;Mn,1,1,0,Li@0.65[m=8];In@0.175+Li@0.5+Mn@0.325[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/uxi_ordered.cif,Li10 Mn4 In2 Cl24,40,3,0.0026315789473684154,0,0,2.43015810,Cl-Li,1.00260852,Cl-Mn,3.70156258,,0,,成功有序化（5/5 个候选通过几何检查）
uxo.cif,uxo,Li11.52 P4 N0.56 O14.92,False,32,31,32,31,ok,,1.4e-13,True,8,5,28,3,Li;N;O,0,5,0,Li@0.96[m=8];Li@0.96[m=4];N@0.035+O@0.9325[m=8];N@0.035+O@0.9325[m=4];N@0.035+O@0.9325[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/uxo_ordered.cif,Li35 P12 N3 O44,94,3,0.013850377487989004,0,0,1.47944150,O-P,0.83114693,N-P,2.56249510,,0,,成功有序化（5/5 个候选通过几何检查）
vg0.cif,vg0,Li6 Al3 Ge9 P18 O72,False,108,108,36,36,ok,,0.00019,True,2,1,12,2,Al;Ge,1,0,0,Al@0.25+Ge@0.75[m=12],geometry_ok,1,1,OBELIX/ordered_cifs/vg0_ordered.cif,Li2 Al1 Ge3 P6 O24,36,1,0.0,0,0,1.32756979,O-P,0.76738138,O-P,5.87473319,,0,,成功有序化（1/1 个候选通过几何检查）
vj7.cif,vj7,Li25.00008 Si1 P3 S20 Br4.0,False,100,53.00008,25,13.25002,ok,,0.00141,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.45042[m=48];Li@0.14083[m=24];P@0.75+Si@0.25[m=4];Br@0.16+S@0.84[m=4];Br@0.84+S@0.16[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/vj7_ordered.cif,Li30 Si1 P4 S25 Br5,65,5,0.010158854233479009,0,6,2.00485375,P-S,0.92817303,S-Si,2.46253978,,0,,成功有序化（5/5 个候选通过几何检查）
vlm.cif,vlm,Li0.349 La0.651 Ti0.702 Al0.297 O3,False,5,4.999,5,4.999,ok,,0.000161,True,4,2,2,4,Al;La;Li;Ti,1,1,0,La@0.651+Li@0.349[m=1];Al@0.297+Ti@0.702[m=1],geometry_ok,2,2,OBELIX/ordered_cifs/vlm_ordered.cif,Li1 La2 Ti2 Al1 O9,15,3,0.006238581049543224,0,0,1.92969996,Al-O,0.85384954,O-Ti,,,0,,成功有序化（2/2 个候选通过几何检查）
vqj.cif,vqj,Li23.976 P4 S19.99662338 I0.99972428 Br2.99965235,False,100,51.972,25,12.993,ok,,0.000112,True,8,4,80,4,Br;I;Li;S,1,3,0,Li@0.412[m=48];Li@0.175[m=24];Br@0.086913087+I@0.068931069+S@0.84415584[m=4];Br@0.663+I@0.181+S@0.155[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/vqj_ordered.cif,Li60 P10 S49 I3 Br8,130,10,0.007550065573616704,0,6,2.05183362,P-S,0.91779770,I-Li,2.50595711,,0,,成功有序化（5/5 个候选通过几何检查）
vqu.cif,vqu,Li40.032 Nd24 Sb16 O96,False,256,176.032,128,88.016,ok,,1.3e-07,True,2,2,120,1,Li,0,2,0,Li@0.262[m=96];Li@0.62[m=24],manual_review,5,0,,Li20 Nd12 Sb8 O48,88,1,0.0,0,0,0.52001095,Li-Li,0.20312928,Li-Li,0.52001095,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/vqu_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
vwy.cif,vwy,Li0.66 La1.104 Ti2 O6,False,10,9.764,10,9.764,ok,,0.000668,True,4,2,2,2,La;Li,0,2,0,La@0.32+Li@0.5[m=1];La@0.784+Li@0.16[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/vwy_ordered.cif,Li5 La10 Ti18 O54,87,9,0.009902812936316022,0,0,1.81798512,O-Ti,0.80441819,O-Ti,3.87410000,,0,,成功有序化（5/5 个候选通过几何检查）
vy5.cif,vy5,K1.2 Li10.8 Sb12 O36,False,60,60,60,60,ok,,1.36e-08,True,2,1,8,2,K;Li,1,0,0,K@0.15+Li@0.85[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/vy5_ordered.cif,K1 Li11 Sb12 O36,60,1,0.003333333333333334,0,0,1.84775709,O-Sb,0.90134492,O-Sb,3.23305073,,0,,成功有序化（1/1 个候选通过几何检查）
w7d.cif,w7d,Li12 P4 O16,True,32,32,32,32,ok,,4.2e-18,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/w7d_ordered.cif,Li12 P4 O16,32,,0.0,0,0,1.50296119,O-P,0.86876370,O-P,2.75186188,,0,,原始 CIF 已完全有序，并通过几何检查
w87.cif,w87,Li24 P4 S20 Br4.0,False,148,52,37,13,ok,,3.2e-05,True,7,5,128,3,Br;Li;S,2,3,0,Li@0.287[m=48];Li@0.143[m=48];Li@0.14[m=24];Br@0.147+S@0.853[m=4];Br@0.853+S@0.147[m=4],manual_review,5,0,,Li36 P6 S30 Br6,78,6,0.0,0,0,0.76720806,Li-Li,0.29969065,Li-Li,0.76720806,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/w87_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
wa3.cif,wa3,Li51.168 La24 Zr16 Al1.56 O96,False,352,188.728,176,94.364,ok,,0.000254,True,4,3,216,2,Al;Li,0,3,0,Li@0.36[m=96];Al@0.017+Li@0.692[m=24];Al@0.012[m=96],manual_review,5,0,,Li25 La12 Zr8 Al1 O48,94,1,0.0051628956949864024,0,0,0.79672620,Li-Li,0.31122117,Li-Li,0.79672620,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/wa3_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
wgw.cif,wgw,Sr3.048 Li4 Nb6 O20,False,38,33.048,19,16.524,ok,,<1E-10,True,2,2,12,2,O;Sr,0,2,0,Sr@0.762[m=4];O@0.5[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/wgw_ordered.cif,Sr3 Li4 Nb6 O20,33,2,0.0,2,0,1.74206269,Nb-O,0.75741856,Nb-O,2.79519311,,0,,成功有序化（1/1 个候选通过几何检查）
wsd.cif,wsd,Li25.2 Si1.2 P2.8 S20 Br4.0,False,100,53.2,25,13.3,ok,,0.00165,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.145[m=24];Li@0.4525[m=48];P@0.7+Si@0.3[m=4];Br@0.18+S@0.82[m=4];Br@0.82+S@0.18[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/wsd_ordered.cif,Li36 Si2 P4 S30 Br6,78,6,0.012145748987854199,0,6,2.20094383,Li-S,0.93299491,Li-Li,2.38846697,,0,,成功有序化（5/5 个候选通过几何检查）
wyu.cif,wyu,Li56 La24 Zr16 O96,True,192,192,96,96,ok,,1.63e-06,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/wyu_ordered.cif,Li28 La12 Zr8 O48,96,,0.0,0,0,1.87152306,Li-O,0.87206564,O-Zr,2.56495835,,0,,原始 CIF 已完全有序，并通过几何检查
x2i.cif,x2i,Li8 Bi8 O16,True,32,32,16,16,ok,,3.8e-08,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/x2i_ordered.cif,Li4 Bi4 O8,16,,0.0,0,0,1.67404690,Li-O,0.86291077,Li-O,2.49950000,,0,,原始 CIF 已完全有序，并通过几何检查
x2v.cif,x2v,Li24.30024 Si0.3 P3.7 S20 Br4,False,100,52.30024,25,13.07506,ok,,0.000873,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.44313[m=48];Li@0.12625[m=24];P@0.925+Si@0.075[m=4];Br@0.23+S@0.77[m=4];Br@0.77+S@0.23[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/x2v_ordered.cif,Li48 Si1 P7 S40 Br8,104,8,0.003879220625581121,0,6,2.11973993,P-S,0.94337840,Br-Li,2.44992195,,0,,成功有序化（5/5 个候选通过几何检查）
x9d.cif,x9d,Li24.50016 Si0.5 P3.5 S20 Br4.0,False,100,52.50016,25,13.12504,ok,,0.000902,True,8,5,84,5,Br;Li;P;S;Si,3,2,0,Li@0.13042[m=24];Li@0.44521[m=48];P@0.875+Si@0.125[m=4];Br@0.18+S@0.82[m=4];Br@0.82+S@0.18[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/x9d_ordered.cif,Li36 Si1 P5 S30 Br6,78,6,0.005126579736333292,0,6,1.97534346,Li-Li,0.77161854,Li-Li,1.97534346,,0,,成功有序化（5/5 个候选通过几何检查）
xa0.cif,xa0,Li9.0006 Ti9 Al3 P18 O72,False,126,111.0006,126,111.0006,ok,,0.000248,True,15,9,30,3,Al;Li;Ti,6,3,0,Li@0.1667[m=6];Li@0.1667[m=6];Li@0.1667[m=6];Al@0.25+Ti@0.75[m=2];Al@0.25+Ti@0.75[m=2];Al@0.25+Ti@0.75[m=2];Al@0.25+Ti@0.75[m=2];Al@0.25+Ti@0.75[m=2];Al@0.25+Ti@0.75[m=2],manual_review,5,0,,Li18 Ti18 Al6 P36 O144,222,2,0.0,0,0,1.39381558,O-P,0.74510566,O-Ti,3.04714615,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/xa0_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
xas.cif,xas,Li16 Sn8 S24,True,48,48,24,24,ok,,1.5e-05,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/xas_ordered.cif,Li8 Sn4 S12,24,,0.0,0,0,2.31389664,Li-S,0.96952618,S-Sn,3.59300996,,0,,原始 CIF 已完全有序，并通过几何检查
xk3.cif,xk3,Li16 Ge4 Se16,False,48,36,48,36,ok,,5e-06,True,3,3,24,1,Li,0,3,0,Li@0.5[m=8];Li@0.55[m=8];Li@0.45[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/xk3_ordered.cif,Li16 Ge4 Se16,36,1,0.0,12,0,2.21465669,Ge-Se,0.92277362,Ge-Se,2.59817383,,0,,成功有序化（5/5 个候选通过几何检查）
xog.cif,xog,Li39.96 La24 Sb16 O96,False,256,175.96,128,87.98,ok,,7.8e-06,True,2,2,120,1,Li,0,2,0,Li@0.218[m=96];Li@0.793[m=24],manual_review,5,0,,Li20 La12 Sb8 O48,88,1,0.0,0,0,1.49241582,Li-O,0.72235229,La-Li,1.98563892,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/xog_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
xq3.cif,xq3,Sr3.0144 Li4 Nb5.756 Fe0.24 O20,False,38,33.0104,19,16.5052,ok,,<1E-10,True,4,3,14,4,Fe;Nb;O;Sr,0,3,0,Sr@0.7536[m=4];Fe@0.12+Nb@0.878[m=2];O@0.5[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/xq3_ordered.cif,Sr9 Li12 Nb17 Fe1 O60,99,6,0.0028305741171989404,2,0,1.72978945,Nb-O,0.75208237,Nb-O,2.79908214,,0,,成功有序化（5/5 个候选通过几何检查）
xub.cif,xub,Li9.12 Mg2.4 Ti12.48 O32,False,56,56,14,14,ok,,1.51e-09,True,5,2,24,3,Li;Mg;Ti,2,0,0,Li@0.74+Mg@0.26[m=8];Li@0.2+Mg@0.02+Ti@0.78[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/xub_ordered.cif,Li5 Mg1 Ti6 O16,28,2,0.01571428571428571,0,0,1.85621673,Li-O,0.89672306,Mg-O,2.95934795,,0,,成功有序化（5/5 个候选通过几何检查）
xut.cif,xut,Sr7.984 Li7.984 Ta16 O48 F8,False,136,87.968,34,21.992,ok,,<1E-10,True,3,2,112,3,Li;O;Sr,0,2,0,Li@0.499+Sr@0.499[m=16];O@0.5[m=96],manual_review,5,0,,Sr2 Li2 Ta4 O12 F2,22,1,0.0,8,0,0.98816407,O-O,0.74795578,O-Sr,3.69958621,radius_ratio<0.75;O-O<1.2,5,OBELIX/ordered_cifs/erro/xut_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;O-O<1.2）
xz4.cif,xz4,Li2 Ce2 Mo4 O16,False,24,24,12,12,ok,,1.3e-08,True,2,1,4,2,Ce;Li,1,0,0,Ce@0.5+Li@0.5[m=4],geometry_ok,1,1,OBELIX/ordered_cifs/xz4_ordered.cif,Li1 Ce1 Mo2 O8,12,1,0.0,0,0,1.82128810,Mo-O,0.82785823,Mo-O,,,0,,成功有序化（1/1 个候选通过几何检查）
y2l.cif,y2l,Li10 Al2 S8,True,20,20,20,20,ok,,1.4e-09,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/y2l_ordered.cif,Li10 Al2 S8,20,,0.0,0,0,2.11033856,Al-S,0.93377812,Al-S,2.87688383,,0,,原始 CIF 已完全有序，并通过几何检查
yab.cif,yab,Sr3.736 Li4 Ta8 O96 F32,False,144,143.736,36,35.934,ok,,<1E-10,True,2,1,8,2,Li;Sr,0,1,0,Li@0.5+Sr@0.467[m=8],manual_review,1,0,,Sr1 Li1 Ta2 O24 F8,36,1,0.00010203892321108965,0,0,0.64068444,F-O,0.52088166,F-O,,distance<0.8;radius_ratio<0.75;O-F<1.2,1,OBELIX/ordered_cifs/erro/yab_ordered.cif,未通过几何检查（0/1 个候选通过；原因：distance<0.8;radius_ratio<0.75;O-F<1.2）
yav.cif,yav,Li16 V8 Cl32,False,56,56,14,14,ok,,6.95e-06,True,2,1,16,2,Li;V,1,0,0,Li@0.5+V@0.5[m=16],geometry_ok,1,1,OBELIX/ordered_cifs/yav_ordered.cif,Li4 V2 Cl8,14,1,0.0,0,0,2.18491590,Cl-Li,0.94996344,Cl-Li,3.48638106,,0,,成功有序化（1/1 个候选通过几何检查）
ym6.cif,ym6,Li7.8 Ti10.1988 Al1.8 P18 O72,False,144,109.7988,48,36.5996,ok,,0.00121,True,3,2,48,3,Al;Li;Ti,0,2,0,Li@0.05[m=36];Al@0.15+Ti@0.8499[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/ym6_ordered.cif,Li5 Ti7 Al1 P12 O48,73,2,0.0029843222841615252,0,0,1.37690484,O-P,0.78597229,O-Ti,2.90042004,,0,,成功有序化（5/5 个候选通过几何检查）
ymc.cif,ymc,Li24.024 P4 S20 I2 Br2,False,100,52.024,25,13.006,ok,,2.62e-05,True,8,4,80,4,Br;I;Li;S,2,2,0,Li@0.409[m=48];Li@0.183[m=24];Br@0.01+I@0.02+S@0.97[m=4];Br@0.49+I@0.48+S@0.03[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/ymc_ordered.cif,Li12 P2 S10 I1 Br1,26,2,0.0,0,6,2.01929278,P-S,0.95249659,P-S,2.44927441,,0,,成功有序化（5/5 个候选通过几何检查）
yq2.cif,yq2,Li6.684 Ti11.3952 Al0.6048 P18 O72,False,144,108.684,48,36.228,ok,,3e-05,True,3,2,48,3,Al;Li;Ti,1,1,0,Li@0.019[m=36];Al@0.0504+Ti@0.9496[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/yq2_ordered.cif,Li7 Ti11 Al1 P18 O72,109,3,0.003929648414273304,0,0,1.31140474,O-P,0.75803742,O-P,3.05108270,,0,,成功有序化（5/5 个候选通过几何检查）
yqu.cif,yqu,Li7.008 Ti10.98 Al1.02 P18 O72,False,144,109.008,48,36.336,ok,,0.00482,True,4,3,54,3,Al;Li;Ti,1,2,0,Li@0.068[m=36];Li@0.76[m=6];Al@0.085+Ti@0.915[m=12],manual_review,5,0,,Li5 Ti7 Al1 P12 O48,73,2,0.0011852346636371663,0,0,1.41782512,O-P,0.72159856,O-Ti,3.45378282,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/yqu_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
ysm.cif,ysm,Sr7.664 Li8.336 Zr0.8 Nb15.2 O48 F8,False,136,88,34,22,ok,,<1E-10,True,5,3,128,5,Li;Nb;O;Sr;Zr,2,1,0,Li@0.521+Sr@0.479[m=16];Nb@0.95+Zr@0.05[m=16];O@0.5[m=96],manual_review,5,0,,Sr6 Li6 Zr1 Nb11 O36 F6,66,3,0.00606060606060606,8,0,0.90109843,O-O,0.68265033,O-O,3.70723355,radius_ratio<0.75;O-O<1.2,5,OBELIX/ordered_cifs/erro/ysm_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;O-O<1.2）
ywe.cif,ywe,Li24.024 P4 S20 I4,False,100,52.024,25,13.006,ok,,1.3e-06,True,2,2,72,1,Li,0,2,0,Li@0.391[m=48];Li@0.219[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/ywe_ordered.cif,Li12 P2 S10 I2,26,2,0.0,0,6,2.02345918,P-S,0.95446188,P-S,2.45243597,,0,,成功有序化（5/5 个候选通过几何检查）
z16.cif,z16,Li24.024 P4 Se0.4 S19.6 Br4,False,100,52.024,25,13.006,ok,,0.0032,True,7,4,80,4,Br;Li;S;Se,2,2,0,Li@0.441[m=48];Li@0.119[m=24];Br@0.20893+S@0.69107+Se@0.1[m=4];Br@0.79107+S@0.20893[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/z16_ordered.cif,Li54 P9 Se1 S44 Br9,117,9,0.0008511521966850294,0,6,2.09318403,P-S,0.84983251,Li-Li,2.17557122,,0,,成功有序化（5/5 个候选通过几何检查）
z2s.cif,z2s,Li43.728 Nd24 Zr16 Al4.0008 O96,False,256,183.7288,128,91.8644,ok,,3.9e-05,True,3,2,120,2,Al;Li,0,2,0,Li@0.368[m=96];Al@0.1667+Li@0.35[m=24],manual_review,5,0,,Li22 Nd12 Zr8 Al2 O48,92,1,0.0,0,0,0.44299780,Li-Li,0.17304601,Li-Li,0.44299780,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/z2s_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
z7n.cif,z7n,Li5.22 Hf12.192 P18 O72,False,144,107.412,48,35.804,ok,,9.2e-08,True,2,2,42,2,Hf;Li,0,2,0,Li@0.145[m=36];Hf@0.032[m=6],geometry_ok,5,4,OBELIX/ordered_cifs/z7n_ordered.cif,Li2 Hf4 P6 O24,36,1,0.0069576335356695065,0,0,1.48009894,O-P,0.81995920,Li-O,5.17720582,,1,OBELIX/ordered_cifs/erro/z7n_ordered.cif,成功有序化（4/5 个候选通过几何检查）
z9y.cif,z9y,Li7.1988 Ti10.8 Al1.2 P18 O72,False,144,109.1988,48,36.3996,ok,,0.00338,True,3,2,48,3,Al;Li;Ti,1,1,0,Li@0.0333[m=36];Al@0.1+Ti@0.9[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/z9y_ordered.cif,Li5 Ti7 Al1 P12 O48,73,2,0.003009601104988893,0,0,1.63966034,O-P,0.77360590,O-Ti,2.89888435,,0,,成功有序化（5/5 个候选通过几何检查）
zs0.cif,zs0,Li3.048 La4 Mg0.312 O8,False,16,15.36,16,15.36,ok,,7.27e-10,True,2,1,4,2,Li;Mg,0,1,0,Li@0.762+Mg@0.078[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/zs0_ordered.cif,Li6 La8 Mg1 O16,31,2,0.01090389784946236,0,0,1.86844305,Li-O,0.80524762,La-Mg,2.94629722,,0,,成功有序化（5/5 个候选通过几何检查）
zv5.cif,zv5,Li16 Ge4 Se8.396 S7.604,False,48,36,48,36,ok,,2.8e-05,True,9,6,40,3,Li;S;Se,3,3,0,Li@0.68[m=8];Li@0.5[m=8];Li@0.32[m=8];S@0.403+Se@0.597[m=8];S@0.494+Se@0.506[m=4];S@0.601+Se@0.399[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/zv5_ordered.cif,Li32 Ge8 Se17 S15,72,2,0.0028888888888888575,12,0,2.00298039,Ge-S,0.83457518,Ge-Se,2.36607390,,0,,成功有序化（5/5 个候选通过几何检查）
zxr.cif,zxr,Sr7.992 Li47.28 La16.0008 Ta16 O96,False,208,183.2728,104,91.6364,ok,,5.4e-06,True,4,3,96,3,La;Li;Sr,0,3,0,Li@0.732[m=48];Li@0.506[m=24];La@0.6667+Sr@0.333[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/zxr_ordered.cif,Sr4 Li24 La8 Ta8 O48,92,1,0.0,0,0,1.78824223,Li-O,0.76841435,Li-Li,1.96714074,,0,,成功有序化（5/5 个候选通过几何检查）
zzr.cif,zzr,Li19.944 Ge2 P4 S24,False,70,49.944,70,49.944,ok,,0.0076,True,5,4,40,3,Ge;Li;P,1,3,0,Li@0.374[m=16];Li@0.46[m=16];Li@0.65[m=4];Ge@0.5+P@0.5[m=4],manual_review,5,0,,Li40 Ge4 P8 S48,100,2,0.0,0,0,1.18827221,Li-Li,0.46416883,Li-Li,1.18827221,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/zzr_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
